patient_id,species,admission_date,final_date,status,found_city,found_state,found_county,new_location,stay_length,admit_year,admit_month
2017-0211,NESI,2017-05-03,2017-05-11,T,Banner elk,NC,Avery,"AVERY COUNTY, NC",8,2017,5
2017-0210,AMRO,2017-05-03,2018-02-20,R,Boone,NC,Watauga,"WATAUGA COUNTY, NC",293,2017,5
2017-0213,NOCA,2017-05-04,2017-05-04,D24,Weaverville,NC,Buncombe,"BUNCOMBE COUNTY, NC",0,2017,5
2017-0214,SCCA,2017-05-04,2017-05-06,D,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",2,2017,5
2017-0215,SCCA,2017-05-04,2017-05-06,D,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",2,2017,5
2017-0216,MALL,2017-05-04,2017-05-04,E24,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",0,2017,5
2017-0217,YTWA,2017-05-05,2017-05-06,D,Banner Elk,NC,Avery,"AVERY COUNTY, NC",1,2017,5
2017-0218,RODO,2017-05-05,2017-05-07,D,Granite Falls,NC,Caldwell,"CALDWELL COUNTY, NC",2,2017,5
2017-0219,CAGO,2017-05-05,2017-05-11,T,Blowing Rock,NC,Watauga,"WATAUGA COUNTY, NC",6,2017,5
2017-0221,DIVI,2017-05-07,2017-05-20,R,Elk Park,NC,Avery,"AVERY COUNTY, NC",13,2017,5
2017-0223,SYFL,2017-05-07,2017-05-14,R,,NC,Burke,"BURKE COUNTY, NC",7,2017,5
2017-0224,SYFL,2017-05-07,2017-05-14,R,,NC,Burke,"BURKE COUNTY, NC",7,2017,5
2017-0225,SYFL,2017-05-07,2017-05-14,R,,NC,Burke,"BURKE COUNTY, NC",7,2017,5
2017-0226,MAMO,2017-05-07,2017-05-09,T,Boone,NC,Watauga,"WATAUGA COUNTY, NC",2,2017,5
2017-0222,DIVI,2017-05-08,2017-06-25,R,Boone,NC,Watauga,"WATAUGA COUNTY, NC",48,2017,5
2017-0227,DIVI,2017-05-08,2017-07-05,E,Boone,NC,Watauga,"WATAUGA COUNTY, NC",58,2017,5
2017-0228,EUST,2017-05-08,2017-05-08,D,Banner Elk,NC,Avery,"AVERY COUNTY, NC",0,2017,5
2017-0229,EUST,2017-05-08,2017-06-14,R,Banner Elk,NC,Avery,"AVERY COUNTY, NC",37,2017,5
2017-0230,EUST,2017-05-08,2017-06-14,R,Banner Elk,NC,Avery,"AVERY COUNTY, NC",37,2017,5
2017-0231,EUST,2017-05-08,2017-06-14,R,Banner Elk,NC,Avery,"AVERY COUNTY, NC",37,2017,5
2017-0232,EUST,2017-05-08,2017-06-14,R,Banner Elk,NC,Avery,"AVERY COUNTY, NC",37,2017,5
2017-0233,SYFL,2017-05-09,2017-05-14,R,Elk Park,NC,Avery,"AVERY COUNTY, NC",5,2017,5
2017-0234,SYFL,2017-05-09,2017-05-14,D,Elk Park,NC,Avery,"AVERY COUNTY, NC",5,2017,5
2017-0235,SYFL,2017-05-09,2017-05-09,D24,Elk Park,NC,Avery,"AVERY COUNTY, NC",0,2017,5
2017-0236,WOTH,2017-05-09,2017-05-09,DOA,Mint Hill,NC,Union,"UNION COUNTY, NC",0,2017,5
2017-0237,SYFL,2017-05-09,2017-05-09,D24,Sugar Grove,NC,Watauga,"WATAUGA COUNTY, NC",0,2017,5
2017-0238,BCCH,2017-05-10,2017-05-10,DOA,Troutman,NC,Iredell,"IREDELL COUNTY, NC",0,2017,5
2017-0239,DIVI,2017-05-10,2017-05-20,R,Vilas,NC,Watauga,"WATAUGA COUNTY, NC",10,2017,5
2017-0240,RBWO,2017-05-11,2017-05-26,R,Indian Trail,NC,Union,"UNION COUNTY, NC",15,2017,5
2017-0241,RBWO,2017-05-11,2017-05-26,R,Indian Trail,NC,Union,"UNION COUNTY, NC",15,2017,5
2017-0242,RBWO,2017-05-11,2017-05-26,R,Indian Trail,NC,Union,"UNION COUNTY, NC",15,2017,5
2017-0243,RBWO,2017-05-11,2017-05-26,R,Indian Trail,NC,Union,"UNION COUNTY, NC",15,2017,5
2017-0244,HAWO,2017-05-11,2017-05-26,R,Indian Trail,NC,Union,"UNION COUNTY, NC",15,2017,5
2017-0245,HAWO,2017-05-11,2017-05-26,R,Indian Trail,NC,Union,"UNION COUNTY, NC",15,2017,5
2017-0246,HAWO,2017-05-11,2017-05-26,R,Indian Trail,NC,Union,"UNION COUNTY, NC",15,2017,5
2017-0247,HAWO,2017-05-11,2017-05-26,R,Indian Trail,NC,Union,"UNION COUNTY, NC",15,2017,5
2017-0248,RBWO,2017-05-11,2017-05-26,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",15,2017,5
2017-0249,DIVI,2017-05-11,2017-05-18,D,Morganton,NC,Burke,"BURKE COUNTY, NC",7,2017,5
2017-0250,DIVI,2017-05-11,2017-06-25,R,Morganton,NC,Burke,"BURKE COUNTY, NC",45,2017,5
2017-0251,DIVI,2017-05-11,2017-05-16,T,Morganton,NC,Burke,"BURKE COUNTY, NC",5,2017,5
2017-0252,EABL,2017-05-11,2017-05-11,D24,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",0,2017,5
2017-0253,AMRO,2017-05-11,2017-06-26,R,Morganton,NC,Burke,"BURKE COUNTY, NC",46,2017,5
2017-0254,NOMO,2017-05-11,2017-06-29,R,Morganton,NC,Burke,"BURKE COUNTY, NC",49,2017,5
2017-0255,COGR,2017-05-11,2017-06-14,R,Morganton,NC,Burke,"BURKE COUNTY, NC",34,2017,5
2017-0256,COGR,2017-05-11,2017-06-14,R,Morganton,NC,Burke,"BURKE COUNTY, NC",34,2017,5
2017-0257,AMCR,2017-05-11,2017-07-02,R,Indian Trail,NC,Union,"UNION COUNTY, NC",52,2017,5
2017-0258,AMCR,2017-05-11,2017-07-02,R,Indian Trail,NC,Union,"UNION COUNTY, NC",52,2017,5
2017-0259,AMCR,2017-05-11,2017-07-02,R,Indian Trail,NC,Union,"UNION COUNTY, NC",52,2017,5
2017-0260,AMCR,2017-05-11,2017-07-02,R,Indian Trail,NC,Union,"UNION COUNTY, NC",52,2017,5
2017-0261,DIVI,2017-05-11,2017-06-06,R,Morganton,NC,Burke,"BURKE COUNTY, NC",26,2017,5
2017-0262,DIVI,2017-05-11,2017-06-06,R,Morganton,NC,Burke,"BURKE COUNTY, NC",26,2017,5
2017-0263,DIVI,2017-05-11,2017-06-06,R,Morganton,NC,Burke,"BURKE COUNTY, NC",26,2017,5
2017-0264,COGR,2017-05-11,2017-05-14,D,Morganton,NC,Burke,"BURKE COUNTY, NC",3,2017,5
2017-0265,EASO,2017-05-11,2017-07-10,T,Elizabethton,TN,UNKNOWN,TN,60,2017,5
2017-0266,SCCA,2017-05-12,2017-08-09,T,Morgonton,NC,Burke,"BURKE COUNTY, NC",89,2017,5
2017-0308,BCCH,2017-05-20,2017-05-20,D24,Spruce Pine,NC,Mitchell,"MITCHELL COUNTY, NC",0,2017,5
2017-0267,DIVI,2017-05-12,2017-07-30,R,Boone,NC,Watauga,"WATAUGA COUNTY, NC",79,2017,5
2017-0268,BRTH,2017-05-12,2017-06-26,R,Morganton,NC,Burke,"BURKE COUNTY, NC",45,2017,5
2017-0269,COLO,2017-05-13,2017-05-13,R,Spruce Pine,NC,Mitchell,"MITCHELL COUNTY, NC",0,2017,5
2017-0270,COGR,2017-05-13,2017-06-14,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",32,2017,5
2017-0271,TAST,2017-05-14,2017-05-27,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",13,2017,5
2017-0273,MAMO,2017-05-15,2017-05-15,D24,Banner Elk,NC,Avery,"AVERY COUNTY, NC",0,2017,5
2017-0277,PELE,2017-05-16,2017-06-07,R,Newland,NC,Avery,"AVERY COUNTY, NC",22,2017,5
2017-0279,BLVU,2017-05-16,2017-05-16,E24,Rutherfordton,NC,Rutherford,"RUTHERFORD COUNTY, NC",0,2017,5
2017-0286,SCJU,2017-05-16,2017-05-16,E24,Banner Elk,NC,Avery,"AVERY COUNTY, NC",0,2017,5
2017-0280,DIVI,2017-05-16,2017-05-18,D,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",2,2017,5
2017-0281,DIVI,2017-05-16,2017-06-25,R,Mars Hill,NC,Madison,"MADISON COUNTY, NC",40,2017,5
2017-0282,DIVI,2017-05-16,2017-08-30,E,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",106,2017,5
2017-0283,BLJA,2017-05-16,2017-06-23,E,Mars Hill,NC,Madison,"MADISON COUNTY, NC",38,2017,5
2017-0284,EUST,2017-05-16,2017-05-17,D,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",1,2017,5
2017-0285,MAMO,2017-05-16,2017-05-18,D,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",2,2017,5
2017-0287,????,2017-05-16,2017-05-16,D24,Crossnore,NC,Avery,"AVERY COUNTY, NC",0,2017,5
2017-0314,BDOW,2017-05-22,2017-06-03,T,Hickory,NC,Catawba,"CATAWBA COUNTY, NC",12,2017,5
2017-0288,PEDU,2017-05-17,2017-07-01,D,Lenoir,NC,Caldwell,"CALDWELL COUNTY, NC",45,2017,5
2017-0289,TUTI,2017-05-17,2017-05-17,D24,Bakersville,NC,Mitchell,"MITCHELL COUNTY, NC",0,2017,5
2017-0344,SYFL,2017-05-26,2017-06-06,R,Blowing Rock,NC,Watauga,"WATAUGA COUNTY, NC",11,2017,5
2017-0290,AMCR,2017-05-17,2017-05-22,E,Hendersonville,NC,Henderson,"HENDERSON COUNTY, NC",5,2017,5
2017-0291,CAWR,2017-05-17,2017-06-27,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",41,2017,5
2017-0292,CAWR,2017-05-17,2017-06-27,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",41,2017,5
2017-0293,CAWR,2017-05-17,2017-06-18,D,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",32,2017,5
2017-0294,CAWR,2017-05-17,2017-05-18,D24,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",1,2017,5
2017-0295,MAMO,2017-05-17,2017-05-18,D24,Weaverville,NC,Buncombe,"BUNCOMBE COUNTY, NC",1,2017,5
2017-0296,MODO,2017-05-17,2017-06-25,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",39,2017,5
2017-0297,EAKI,2017-05-17,2017-05-17,DOA,Weaverville,NC,Buncombe,"BUNCOMBE COUNTY, NC",0,2017,5
2017-0298,EUST,2017-05-17,2017-05-19,D,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",2,2017,5
2017-0324,EUST,2017-05-24,2017-05-25,D24,Banner Elk,NC,Avery,"AVERY COUNTY, NC",1,2017,5
2017-0299,SYFL,2017-05-17,2017-05-26,R,Banner Elk,NC,Avery,"AVERY COUNTY, NC",9,2017,5
2017-0278,BRTH,2017-05-18,2017-05-18,D24,Statesville,NC,Iredell,"IREDELL COUNTY, NC",0,2017,5
2017-0302,RODO,2017-05-18,2017-05-19,E24,Connelly Springs,NC,Burke,"BURKE COUNTY, NC",1,2017,5
2017-0300,MALL,2017-05-18,2017-05-20,D,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",2,2017,5
2017-0301,MALL,2017-05-18,2017-05-21,D,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",3,2017,5
2017-0303,EABL,2017-05-19,2017-06-16,R,Hickory,NC,Catawba,"CATAWBA COUNTY, NC",28,2017,5
2017-0304,EABL,2017-05-19,2017-06-16,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",28,2017,5
2017-0305,EUST,2017-05-19,2017-06-14,R,Morgonton,NC,Burke,"BURKE COUNTY, NC",26,2017,5
2017-0306,EAPH,2017-05-19,2017-06-11,D,Morgonton,NC,Burke,"BURKE COUNTY, NC",23,2017,5
2017-0307,EAPH,2017-05-19,2017-06-16,R,Morgonton,NC,Burke,"BURKE COUNTY, NC",28,2017,5
2017-0309,AMRO,2017-05-20,2017-05-20,EOA,Banner Elk,NC,Avery,"AVERY COUNTY, NC",0,2017,5
2017-0310,EAPH,2017-05-20,2017-06-16,R,Banner Elk,NC,Avery,"AVERY COUNTY, NC",27,2017,5
2017-0311,EAPH,2017-05-20,2017-06-16,R,Banner Elk,NC,Avery,"AVERY COUNTY, NC",27,2017,5
2017-0312,EAPH,2017-05-20,2017-06-16,R,Banner Elk,NC,Avery,"AVERY COUNTY, NC",27,2017,5
2017-0317,TRSC,2017-05-22,2017-06-02,R,Fletcher,NC,Henderson,"HENDERSON COUNTY, NC",11,2017,5
2017-0318,BWHA,2017-05-22,2017-05-31,R,Hendersonville,NC,Henderson,"HENDERSON COUNTY, NC",9,2017,5
2017-0330,SYFL,2017-05-25,2017-06-06,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",12,2017,5
2017-0319,HOSP,2017-05-22,2017-06-27,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",36,2017,5
2017-0320,TECA,2017-05-22,2018-08-01,R,Fletcher,NC,Henderson,"HENDERSON COUNTY, NC",436,2017,5
2017-0321,DOWO,2017-05-22,2017-06-20,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",29,2017,5
2017-0322,CHSE,2017-05-23,2017-05-23,R,Spruce Pine,NC,Mitchell,"MITCHELL COUNTY, NC",0,2017,5
2017-0323,MALL,2017-05-23,2017-06-02,T,Banner Elk,NC,Avery,"AVERY COUNTY, NC",10,2017,5
2017-0313,BRTH,2017-05-24,2017-06-27,R,Boone,NC,Watauga,"WATAUGA COUNTY, NC",34,2017,5
2017-0315,TUTI,2017-05-24,2017-07-11,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",48,2017,5
2017-0325,AMCR,2017-05-24,2017-07-02,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",39,2017,5
2017-0326,BHCO,2017-05-24,2017-05-24,D24,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",0,2017,5
2017-0327,EAPH,2017-05-24,2017-05-24,D24,Candler,NC,Buncombe,"BUNCOMBE COUNTY, NC",0,2017,5
2017-0328,CHSE,2017-05-24,2017-06-25,R,Swannowa,NC,Buncombe,"BUNCOMBE COUNTY, NC",32,2017,5
2017-0329,SYFL,2017-05-24,2017-06-06,R,Banner Elk,NC,Avery,"AVERY COUNTY, NC",13,2017,5
2017-0331,NOFL,2017-05-25,2017-06-20,R,Enka,NC,UNKNOWN,"UNKNOWN COUNTY, NC",26,2017,5
2017-0332,NOFL,2017-05-25,2017-06-20,R,Enka,NC,UNKNOWN,"UNKNOWN COUNTY, NC",26,2017,5
2017-0333,NOFL,2017-05-25,2017-06-20,R,Enka,NC,UNKNOWN,"UNKNOWN COUNTY, NC",26,2017,5
2017-0334,NOFL,2017-05-25,2017-06-05,D,Enka,NC,UNKNOWN,"UNKNOWN COUNTY, NC",11,2017,5
2017-0335,RBWO,2017-05-25,2017-06-25,R,Morgonton,NC,Burke,"BURKE COUNTY, NC",31,2017,5
2017-0336,NOFL,2017-05-25,2017-05-25,DOA,Kannapolis,NC,Cabarrus,"CABARRUS COUNTY, NC",0,2017,5
2017-0337,MIPE,2017-05-25,2017-06-14,R,Patterson,NC,UNKNOWN,"UNKNOWN COUNTY, NC",20,2017,5
2017-0338,MIPE,2017-05-25,2017-05-30,D,Patterson,NC,Caldwell,"CALDWELL COUNTY, NC",5,2017,5
2017-0339,MIPE,2017-05-25,2017-06-14,R,Patterson,NC,Caldwell,"CALDWELL COUNTY, NC",20,2017,5
2017-0340,MIPE,2017-05-25,2017-05-25,D24,Patterson,NC,Caldwell,"CALDWELL COUNTY, NC",0,2017,5
2017-0341,TAST,2017-05-26,2017-05-26,D24,Banner Elk,NC,Avery,"AVERY COUNTY, NC",0,2017,5
2017-0342,SYFL,2017-05-26,2017-06-06,R,Boone,NC,Watauga,"WATAUGA COUNTY, NC",11,2017,5
2017-0343,SYFL,2017-05-26,2017-05-27,D,Boone,NC,Watauga,"WATAUGA COUNTY, NC",1,2017,5
2017-0348,YBCU,2017-05-27,2017-05-28,D,Vilas,NC,Watauga,"WATAUGA COUNTY, NC",1,2017,5
2017-0345,WODU,2017-05-26,2017-05-26,D24,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",0,2017,5
2017-0346,NOMO,2017-05-26,2017-06-29,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",34,2017,5
2017-0347,COGR,2017-05-26,2017-06-14,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",19,2017,5
2017-0349,AMRO,2017-05-27,2017-05-30,D,Boone,NC,Watauga,"WATAUGA COUNTY, NC",3,2017,5
2017-0350,BLJA,2017-05-27,2017-07-13,R,Banner Elk,NC,Avery,"AVERY COUNTY, NC",47,2017,5
2017-0351,ELOB,2017-05-27,2017-05-27,DOA,Penland,NC,Mitchell,"MITCHELL COUNTY, NC",0,2017,5
2017-0352,INBU,2017-05-27,2017-05-27,DOA,Penland,NC,Mitchell,"MITCHELL COUNTY, NC",0,2017,5
2017-0353,EASO,2017-05-27,2017-06-02,T,Vilas,NC,Watauga,"WATAUGA COUNTY, NC",6,2017,5
2017-0354,SYFL,2017-05-27,2017-06-14,R,Elk Park,NC,Avery,"AVERY COUNTY, NC",18,2017,5
2017-0355,SYFL,2017-05-27,2017-06-14,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",18,2017,5
2017-0356,SYFL,2017-05-27,2017-06-14,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",18,2017,5
2017-0357,EASO,2017-05-28,2017-06-02,T,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",5,2017,5
2017-0358,CAGO,2017-05-28,2017-06-02,T,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",5,2017,5
2017-0359,RODO,2017-05-28,2017-09-09,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",104,2017,5
2017-0360,CAWR,2017-05-28,2017-06-18,D,Fairview,NC,Buncombe,"BUNCOMBE COUNTY, NC",21,2017,5
2017-0361,CAWR,2017-05-28,2017-06-16,D,Fairview,NC,Buncombe,"BUNCOMBE COUNTY, NC",19,2017,5
2017-0362,MIPE,2017-05-28,2017-05-29,D24,Candler,NC,Buncombe,"BUNCOMBE COUNTY, NC",1,2017,5
2017-0363,EUST,2017-05-28,2017-05-28,DOA,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",0,2017,5
2017-0364,RUGR,2017-05-28,2017-05-29,D,Blowing Rock,NC,Watauga,"WATAUGA COUNTY, NC",1,2017,5
2017-0366,SYFL,2017-05-29,2017-05-29,E24,Todd,NC,Ashe,"ASHE COUNTY, NC",0,2017,5
2017-0365,TAST,2017-05-29,2017-05-29,D24,Roan Mountain,TN,UNKNOWN,TN,0,2017,5
2017-0367,BWHA,2017-05-29,2017-07-15,R,Morganton,NC,Burke,"BURKE COUNTY, NC",47,2017,5
2017-0368,RUGR,2017-05-31,2017-06-02,T,Vilas,NC,Watauga,"WATAUGA COUNTY, NC",2,2017,5
2017-0369,MAMO,2017-05-31,2017-06-18,T,Burnsville,NC,Yance,"YANCEY COUNTY, NC",18,2017,5
2017-0370,CAGO,2017-05-31,2017-06-22,R,Banner Elk,NC,Avery,"AVERY COUNTY, NC",22,2017,5
2017-0371,EUST,2017-05-31,2017-06-01,D24,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",1,2017,5
2017-0372,NOCA,2017-05-31,2017-06-01,D,Asheville,NC,UNKNOWN,"UNKNOWN COUNTY, NC",1,2017,5
2017-0373,AMRO,2017-05-31,2017-05-31,DOA,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",0,2017,5
2017-0374,MODO,2017-05-31,2017-05-31,D24,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",0,2017,5
2017-0375,ELOB,2017-05-31,2017-07-07,T,Candler,NC,UNKNOWN,"UNKNOWN COUNTY, NC",37,2017,5
2017-0376,WBNU,2017-06-01,2017-07-24,R,Banner Elk,NC,Avery,"AVERY COUNTY, NC",53,2017,6
2017-0377,NOCA,2017-06-01,2017-06-08,R,Troutdale,VA,UNKNOWN,VA,7,2017,6
2017-0378,MUSW,2017-06-01,2017-06-16,D,Roan Mt.,TN,UNKNOWN,TN,15,2017,6
2017-0771,AMRO,2017-07-25,2017-07-25,DOA,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",0,2017,7
2017-0379,AMRO,2017-06-01,2017-06-01,DOA,Newland,NC,Avery,"AVERY COUNTY, NC",0,2017,6
2017-0380,TAST,2017-06-02,2017-06-02,D24,Banner Elk,NC,Avery,"AVERY COUNTY, NC",0,2017,6
2017-0381,BLJA,2017-06-02,2017-06-04,D,Arden,NC,Buncombe,"BUNCOMBE COUNTY, NC",2,2017,6
2017-0382,CAWR,2017-06-02,2017-07-11,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",39,2017,6
2017-0383,CAWR,2017-06-02,2017-07-11,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",39,2017,6
2017-0384,CAWR,2017-06-02,2017-07-11,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",39,2017,6
2017-0385,CAWR,2017-06-02,2017-07-11,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",39,2017,6
2017-0386,CAWR,2017-06-02,2017-07-11,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",39,2017,6
2017-0387,CAWR,2017-06-02,2017-07-11,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",39,2017,6
2017-0454,RTHU,2017-06-13,2017-06-13,R,Bakersville,NC,Mitchell,"MITCHELL COUNTY, NC",0,2017,6
2017-0557,RTHU,2017-06-30,2017-07-03,D,Boone,NC,Watauga,"WATAUGA COUNTY, NC",3,2017,6
2017-0388,AMRO,2017-06-02,2017-06-27,R,Flat Rock,NC,Henderson,"HENDERSON COUNTY, NC",25,2017,6
2017-0389,AMRO,2017-06-02,2017-06-27,R,Flat Rock,NC,UNKNOWN,"UNKNOWN COUNTY, NC",25,2017,6
2017-0390,AMRO,2017-06-02,2017-06-27,R,Candler,NC,Buncombe,"BUNCOMBE COUNTY, NC",25,2017,6
2017-0391,RBWO,2017-06-02,2017-07-16,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",44,2017,6
2017-0392,RBWO,2017-06-02,2017-06-25,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",23,2017,6
2017-0393,DIVI,2017-06-02,2017-08-16,R,Beech Mountain,NC,Avery,"AVERY COUNTY, NC",75,2017,6
2017-0407,WTSP,2017-06-05,2017-06-27,R,Valle Crucis,NC,Watauga,"WATAUGA COUNTY, NC",22,2017,6
2017-0394,DIVI,2017-06-02,2017-06-25,R,Rutherfordton,NC,Rutherford,"RUTHERFORD COUNTY, NC",23,2017,6
2017-0395,BLJA,2017-06-03,2017-07-14,R,Granite Falls,NC,Caldwell,"CALDWELL COUNTY, NC",41,2017,6
2017-0396,MAMO,2017-06-03,2017-06-18,T,Granite Falls,NC,Caldwell,"CALDWELL COUNTY, NC",15,2017,6
2017-0397,HOFI,2017-06-03,2017-06-03,R,Granite Falls,NC,Caldwell,"CALDWELL COUNTY, NC",0,2017,6
2017-0398,CACH,2017-06-03,2017-07-24,R,Green Mountain,NC,Yancey,"YANCEY COUNTY, NC",51,2017,6
2017-0399,CAGO,2017-06-03,2017-06-24,R,Banner Elk,NC,Avery,"AVERY COUNTY, NC",21,2017,6
2017-0400,EASO,2017-06-03,2017-07-10,T,Creston,NC,Ashe,"ASHE COUNTY, NC",37,2017,6
2017-0401,TUTI,2017-06-03,2017-06-06,D,Montezuma,NC,Avery,"AVERY COUNTY, NC",3,2017,6
2017-0402,ODVI,2017-06-03,2017-06-06,T,Banner Elk,NC,Avery,"AVERY COUNTY, NC",3,2017,6
2017-0403,ODVI,2017-06-04,2017-06-06,T,Newland,NC,Avery,"AVERY COUNTY, NC",2,2017,6
2017-0404,EASO,2017-06-05,2017-07-10,T,Nebo,NC,Mcdowell,"MCDOWELL COUNTY, NC",35,2017,6
2017-0405,WBNU,2017-06-05,2017-06-07,D,Vilas,NC,Watauga,"WATAUGA COUNTY, NC",2,2017,6
2017-0406,ODVI,2017-06-05,2017-06-06,T,Newland,NC,Avery,"AVERY COUNTY, NC",1,2017,6
2017-0408,HOSP,2017-06-05,2017-06-10,D,Valle Crucis,NC,Watauga,"WATAUGA COUNTY, NC",5,2017,6
2017-0409,WTSP,2017-06-05,2017-06-27,R,Valle Crucis,NC,Watauga,"WATAUGA COUNTY, NC",22,2017,6
2017-0410,WTSP,2017-06-05,2017-06-27,R,Valle Crucis,NC,Watauga,"WATAUGA COUNTY, NC",22,2017,6
2017-0459,TECA,2017-06-14,2017-06-14,EOA,Newland,NC,Avery,"AVERY COUNTY, NC",0,2017,6
2017-0411,CAGO,2017-06-06,2017-06-22,E,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",16,2017,6
2017-0412,RBWO,2017-06-06,2017-06-25,R,Hendersonville,NC,Henderson,"HENDERSON COUNTY, NC",19,2017,6
2017-0413,AMCR,2017-06-06,2017-06-10,D,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",4,2017,6
2017-0414,MODO,2017-06-06,2017-09-22,R,Fletcher,NC,Henderson,"HENDERSON COUNTY, NC",108,2017,6
2017-0415,NRWS,2017-06-06,2017-07-11,R,Erika,NC,Buncombe,"BUNCOMBE COUNTY, NC",35,2017,6
2017-0416,NRWS,2017-06-06,2017-07-11,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",35,2017,6
2017-0417,NRWS,2017-06-06,2017-07-11,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",35,2017,6
2017-0418,NRWS,2017-06-06,2017-07-11,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",35,2017,6
2017-0419,NRWS,2017-06-06,2017-07-01,D,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",25,2017,6
2017-0420,NRWS,2017-06-06,2017-07-11,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",35,2017,6
2017-0421,NRWS,2017-06-06,2017-07-11,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",35,2017,6
2017-0422,CAWR,2017-06-06,2017-06-06,D24,Elk Park,NC,Avery,"AVERY COUNTY, NC",0,2017,6
2017-0423,TECA,2017-06-06,2017-06-06,E24,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",0,2017,6
2017-0458,RUGR,2017-06-14,2017-06-14,D24,Trade,TN,UNKNOWN,TN,0,2017,6
2017-0424,ODVI,2017-06-06,2017-06-06,T,Newland,NC,Avery,"AVERY COUNTY, NC",0,2017,6
2017-0425,TECA,2017-06-06,2017-08-10,R,Swananoa,NC,Buncombe,"BUNCOMBE COUNTY, NC",65,2017,6
2017-0426,TECA,2017-06-06,2017-06-06,DOA,Candler,NC,Buncombe,"BUNCOMBE COUNTY, NC",0,2017,6
2017-0427,SCCA,2017-06-06,2017-07-01,R,Madison,TN,UNKNOWN,TN,25,2017,6
2017-0428,TAST,2017-06-07,2017-06-08,R,Banner Elk,NC,Avery,"AVERY COUNTY, NC",1,2017,6
2017-0429,GRCA,2017-06-07,2017-06-23,D,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",16,2017,6
2017-0430,ELOB,2017-06-07,2017-06-28,E,Foscoe,NC,Avery,"AVERY COUNTY, NC",21,2017,6
2017-0431,NOCA,2017-06-07,2017-07-25,R,Morgonton,NC,Burke,"BURKE COUNTY, NC",48,2017,6
2017-0432,NSWO,2017-06-07,2017-06-08,D,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",1,2017,6
